transaction_id,transaction_date,customer_id,customer_gender,customer_age_group,customer_segment,product_id,product_name,category,brand,quantity,unit_price,discount_pct,sales_amount,payment_method,sales_channel,region
T0000187,10/8/2024,C019380,Male,35-44,New,P1102,Doll,Toys,Brand 3,1,320.02,0,320.02,Cash,In-Store,West
T0000297,10/9/2024,C006177,Other,18-24,New,P1020,Jeans,Clothing,Brand 2,1,149.16,0,149.16,PayPal,Mobile App,North
T0000671,10/9/2024,C019160,Male,45-54,Returning,P1022,Jacket,Clothing,Brand 1,1,74.05,5,70.35,Credit Card,Online,Central
T0000168,10/12/2024,C018813,Male,45-54,New,P1015,Bluetooth Speaker,Electronics,Brand 3,1,95,0,95,Gift Card,Mobile App,East
T0000266,10/12/2024,C018288,Female,25-34,Loyal,P1032,Milk,Groceries,Brand 2,1,89.41,0,89.41,Cash,Mobile App,South
T0000651,10/17/2024,C014522,Other,25-34,Returning,P1095,Toy Car,Toys,Brand 2,1,386.63,0,386.63,Gift Card,Online,North
T0000943,10/18/2024,C010502,Male,18-24,New,P1099,Board Game,Toys,Brand 3,1,17.58,10,15.82,Debit Card,In-Store,East
T0000116,10/21/2024,C014357,Other,45-54,New,P1017,T-Shirt,Clothing,Brand 2,1,155.6,15,132.26,Credit Card,Mobile App,Central
T0000008,10/23/2024,C002615,Male,18-24,VIP,P1099,Board Game,Toys,Brand 3,4,17.58,0,70.32,Cash,In-Store,East
T0000505,10/24/2024,C014940,Other,55+,Loyal,P1039,Rice,Groceries,Brand 3,1,343.7,0,343.7,PayPal,Mobile App,South
T0000583,10/24/2024,C004388,Female,55+,New,P1094,Toy Car,Toys,Brand 1,1,282.83,0,282.83,PayPal,In-Store,Central
T0000928,10/24/2024,C014024,Male,18-24,VIP,P1053,Lipstick,Beauty,Brand 2,1,470.05,25,352.54,Cash,Online,North
T0000097,10/26/2024,C022853,Male,45-54,New,P1071,Storage Box,Home,Brand 2,1,387.26,25,290.44,Credit Card,Mobile App,East
T0000017,10/27/2024,C014247,Male,45-54,New,P1015,Bluetooth Speaker,Electronics,Brand 3,1,95,0,95,Cash,Mobile App,South
T0000222,10/27/2024,C010526,Male,18-24,Loyal,P1070,Storage Box,Home,Brand 1,1,493.51,0,493.51,Cash,In-Store,West
T0000494,10/27/2024,C003199,Female,25-34,Loyal,P1024,Jacket,Clothing,Brand 3,1,186.35,10,167.72,Gift Card,Online,East
T0000937,10/27/2024,C021696,Female,45-54,Loyal,P1026,Dress,Clothing,Brand 2,2,393.66,0,787.32,Gift Card,In-Store,Central
T0000091,10/28/2024,C007262,Female,25-34,Loyal,P1012,Smartwatch,Electronics,Brand 3,1,485.11,0,485.11,Gift Card,In-Store,West
T0000460,10/28/2024,C021694,Other,55+,VIP,P1012,Smartwatch,Electronics,Brand 3,1,485.11,0,485.11,Debit Card,Online,North
T0000823,10/28/2024,C015302,Other,18-24,VIP,P1033,Milk,Groceries,Brand 3,1,37.2,0,37.2,Cash,In-Store,East
T0000058,10/29/2024,C018167,Male,25-34,VIP,P1090,Water Bottle,Sports,Brand 3,1,238.75,10,214.88,PayPal,Mobile App,South
T0000142,10/29/2024,C024464,Female,18-24,VIP,P1104,Building Blocks,Toys,Brand 2,1,256.74,15,218.23,Credit Card,Online,South
T0000354,10/29/2024,C013631,Male,18-24,Returning,P1014,Bluetooth Speaker,Electronics,Brand 2,1,110.11,0,110.11,Cash,In-Store,East
T0000121,11/1/2024,C019233,Other,45-54,Returning,P1037,Rice,Groceries,Brand 1,1,155.78,5,147.99,PayPal,Mobile App,West
T0000258,11/2/2024,C019456,Female,55+,VIP,P1095,Toy Car,Toys,Brand 2,1,386.63,0,386.63,Gift Card,In-Store,West
T0000427,11/2/2024,C008526,Male,18-24,VIP,P1087,Running Shoes,Sports,Brand 3,2,366.16,0,732.32,PayPal,Mobile App,Central
T0000232,11/3/2024,C005162,Other,25-34,Loyal,P1115,Textbook,Books,Brand 1,1,318.53,0,318.53,Gift Card,Online,North
T0000954,11/3/2024,C014186,Other,55+,Loyal,P1065,Lamp,Home,Brand 2,2,144.06,30,201.68,Debit Card,In-Store,West
T0000096,11/5/2024,C000464,Other,55+,Returning,P1023,Jacket,Clothing,Brand 2,1,149.61,0,149.61,Cash,Online,North
T0000135,11/5/2024,C006528,Female,45-54,New,P1059,Sunscreen,Beauty,Brand 2,2,27.39,15,46.56,Debit Card,In-Store,Central
T0000282,11/5/2024,C019087,Other,55+,New,P1043,Cereal,Groceries,Brand 1,1,22.02,5,20.92,Cash,Mobile App,East
T0000936,11/6/2024,C020381,Other,18-24,New,P1020,Jeans,Clothing,Brand 2,2,149.16,0,298.32,Gift Card,In-Store,West
T0000108,11/7/2024,C022929,Female,35-44,VIP,P1089,Water Bottle,Sports,Brand 2,1,444.17,0,444.17,PayPal,Online,Central
T0000415,11/7/2024,C024235,Other,25-34,VIP,P1101,Doll,Toys,Brand 2,3,20.56,0,61.68,Cash,Mobile App,West
T0000806,11/7/2024,C023822,Other,35-44,New,P1096,Toy Car,Toys,Brand 3,1,249.43,5,236.96,PayPal,Mobile App,South
T0000364,11/8/2024,C003833,Male,35-44,Returning,P1031,Milk,Groceries,Brand 1,1,305.73,30,214.01,Gift Card,In-Store,West
T0000579,11/8/2024,C015958,Other,18-24,Returning,P1100,Doll,Toys,Brand 1,1,58.41,30,40.89,Gift Card,Online,East
T0000708,11/8/2024,C005547,Female,55+,VIP,P1099,Board Game,Toys,Brand 3,1,17.58,0,17.58,Gift Card,Online,West
T0000093,11/9/2024,C008238,Male,18-24,Returning,P1035,Bread,Groceries,Brand 2,2,482.99,25,724.49,Cash,Online,Central
T0000883,11/9/2024,C005628,Female,25-34,VIP,P1017,T-Shirt,Clothing,Brand 2,1,155.6,0,155.6,Cash,In-Store,North
T0000020,11/10/2024,C007847,Male,25-34,New,P1113,Notebook,Books,Brand 2,1,465.2,10,418.68,Credit Card,Mobile App,West
T0000107,11/10/2024,C019499,Other,55+,Loyal,P1022,Jacket,Clothing,Brand 1,1,74.05,0,74.05,PayPal,Online,West
T0000418,11/10/2024,C003407,Male,55+,Returning,P1109,Cookbook,Books,Brand 1,1,118.26,0,118.26,PayPal,In-Store,North
T0000840,11/10/2024,C003189,Female,55+,Returning,P1116,Textbook,Books,Brand 2,1,436.37,0,436.37,Gift Card,Online,North
T0000655,11/11/2024,C011986,Female,35-44,Returning,P1057,Perfume,Beauty,Brand 3,2,48.8,15,82.96,Cash,Online,North
T0000182,11/13/2024,C024439,Female,25-34,Loyal,P1112,Notebook,Books,Brand 1,1,84.8,5,80.56,Debit Card,Online,Central
T0000218,11/13/2024,C016889,Female,55+,VIP,P1120,Children Book,Books,Brand 3,3,271.97,0,815.91,Cash,Online,South
T0000479,11/14/2024,C023252,Other,45-54,Returning,P1009,Laptop,Electronics,Brand 3,1,302.55,5,287.42,Gift Card,Mobile App,North
T0000940,11/15/2024,C023453,Female,45-54,New,P1018,T-Shirt,Clothing,Brand 3,1,264.75,0,264.75,Gift Card,Mobile App,West
T0000733,11/16/2024,C012916,Other,55+,New,P1093,Puzzle,Toys,Brand 3,5,381.59,0,1907.95,Gift Card,Online,West
T0000057,11/17/2024,C021738,Male,35-44,Loyal,P1080,Football,Sports,Brand 2,1,62.36,0,62.36,PayPal,In-Store,West
T0000344,11/17/2024,C005821,Female,35-44,Loyal,P1062,Bedsheet,Home,Brand 2,4,139.32,20,445.82,PayPal,Mobile App,South
T0000424,11/17/2024,C013321,Male,55+,Loyal,P1060,Sunscreen,Beauty,Brand 3,2,166.04,0,332.08,Debit Card,In-Store,East
T0000765,11/18/2024,C023261,Male,35-44,VIP,P1091,Puzzle,Toys,Brand 1,2,64.2,10,115.56,Credit Card,In-Store,South
T0000499,11/19/2024,C023452,Male,18-24,VIP,P1019,Jeans,Clothing,Brand 1,1,218.81,15,185.99,Cash,Mobile App,South
T0000577,11/19/2024,C014035,Male,18-24,Loyal,P1104,Building Blocks,Toys,Brand 2,2,256.74,0,513.48,Debit Card,Online,West
T0000606,11/19/2024,C013398,Female,18-24,Returning,P1089,Water Bottle,Sports,Brand 2,1,444.17,10,399.75,PayPal,Mobile App,Central
T0000633,11/19/2024,C022585,Male,18-24,Returning,P1059,Sunscreen,Beauty,Brand 2,2,27.39,0,54.78,PayPal,Mobile App,North
T0000639,11/19/2024,C015946,Female,35-44,New,P1069,Cookware Set,Home,Brand 3,1,41.9,0,41.9,PayPal,Online,South
T0000398,11/20/2024,C004325,Female,55+,VIP,P1120,Children Book,Books,Brand 3,1,271.97,0,271.97,Cash,Mobile App,South
T0000449,11/21/2024,C020034,Male,55+,New,P1078,Yoga Mat,Sports,Brand 3,1,41.65,0,41.65,PayPal,Online,East
T0000312,11/23/2024,C006657,Female,35-44,VIP,P1098,Board Game,Toys,Brand 2,2,216.63,0,433.26,Credit Card,Mobile App,South
T0000412,11/23/2024,C008889,Male,55+,Loyal,P1118,Children Book,Books,Brand 1,2,97.35,15,165.49,Credit Card,Mobile App,North
T0000889,11/23/2024,C005114,Male,55+,Loyal,P1119,Children Book,Books,Brand 2,2,446.82,0,893.64,Cash,In-Store,East
T0000477,11/24/2024,C008829,Other,45-54,New,P1100,Doll,Toys,Brand 1,1,58.41,0,58.41,Debit Card,In-Store,South
T0000155,11/27/2024,C000518,Male,35-44,New,P1076,Yoga Mat,Sports,Brand 1,1,365.86,0,365.86,Debit Card,Mobile App,West
T0000281,11/27/2024,C008129,Male,35-44,VIP,P1062,Bedsheet,Home,Brand 2,2,139.32,0,278.64,Debit Card,In-Store,East
T0000692,11/27/2024,C019937,Male,55+,Returning,P1106,Novel,Books,Brand 1,1,128.4,0,128.4,PayPal,Mobile App,East
T0000988,11/27/2024,C022709,Female,25-34,VIP,P1112,Notebook,Books,Brand 1,1,84.8,10,76.32,PayPal,Mobile App,Central
T0000088,11/28/2024,C005959,Female,25-34,Loyal,P1109,Cookbook,Books,Brand 1,1,118.26,0,118.26,Cash,In-Store,East
T0000172,11/28/2024,C018599,Other,18-24,New,P1040,Coffee,Groceries,Brand 1,2,222.88,0,445.76,Debit Card,Online,Central
T0000732,11/28/2024,C014993,Male,45-54,VIP,P1089,Water Bottle,Sports,Brand 2,1,444.17,0,444.17,Credit Card,Mobile App,West
T0000781,11/28/2024,C014854,Female,18-24,New,P1101,Doll,Toys,Brand 2,1,20.56,25,15.42,PayPal,Online,East
T0000787,11/29/2024,C018190,Male,45-54,Returning,P1060,Sunscreen,Beauty,Brand 3,1,166.04,0,166.04,Cash,In-Store,North
T0000947,11/29/2024,C001225,Female,45-54,VIP,P1069,Cookware Set,Home,Brand 3,3,41.9,0,125.7,Cash,Online,West
T0000426,12/1/2024,C004861,Male,25-34,Loyal,P1107,Novel,Books,Brand 2,2,208.14,20,333.02,PayPal,Mobile App,North
T0000576,12/2/2024,C020197,Other,35-44,Returning,P1058,Sunscreen,Beauty,Brand 1,2,102.01,15,173.42,Gift Card,Mobile App,East
T0000306,12/4/2024,C021192,Male,45-54,Loyal,P1027,Dress,Clothing,Brand 3,1,103.84,15,88.26,Credit Card,Mobile App,South
T0000805,12/5/2024,C013796,Female,35-44,Loyal,P1074,Towel,Home,Brand 2,2,408.65,5,776.43,Debit Card,Online,Central
T0000122,12/6/2024,C018086,Other,45-54,VIP,P1045,Cereal,Groceries,Brand 3,1,133.1,0,133.1,Cash,Online,South
T0000718,12/7/2024,C016055,Female,25-34,New,P1040,Coffee,Groceries,Brand 1,1,222.88,0,222.88,Cash,Mobile App,East
T0000757,12/7/2024,C011458,Other,25-34,New,P1006,Headphones,Electronics,Brand 3,2,82.22,10,148,Debit Card,Mobile App,East
T0000005,12/10/2024,C003350,Male,45-54,New,P1028,Sneakers,Clothing,Brand 1,1,259.55,0,259.55,Cash,In-Store,Central
T0000077,12/11/2024,C024944,Female,35-44,VIP,P1042,Coffee,Groceries,Brand 3,3,250.11,20,600.26,Cash,Online,West
T0000279,12/11/2024,C009668,Other,25-34,Returning,P1002,Smartphone,Electronics,Brand 2,1,475.6,0,475.6,Gift Card,Mobile App,West
T0000193,12/12/2024,C022247,Other,18-24,Loyal,P1053,Lipstick,Beauty,Brand 2,2,470.05,0,940.1,Credit Card,In-Store,North
T0000216,12/12/2024,C021064,Male,45-54,VIP,P1070,Storage Box,Home,Brand 1,1,493.51,15,419.48,Debit Card,Online,North
T0000760,12/12/2024,C022036,Female,45-54,New,P1107,Novel,Books,Brand 2,5,208.14,20,832.56,Debit Card,In-Store,South
T0000931,12/12/2024,C006563,Other,45-54,New,P1026,Dress,Clothing,Brand 2,1,393.66,15,334.61,Debit Card,In-Store,West
T0000255,12/13/2024,C018280,Female,25-34,Returning,P1048,Shampoo,Beauty,Brand 3,1,262.43,0,262.43,Gift Card,Mobile App,West
T0000623,12/13/2024,C015036,Other,45-54,New,P1097,Board Game,Toys,Brand 1,2,263.75,0,527.5,PayPal,Online,East
T0000768,12/14/2024,C015843,Other,55+,Loyal,P1025,Dress,Clothing,Brand 1,1,230.75,20,184.6,Cash,Online,North
T0000084,12/15/2024,C000415,Female,45-54,New,P1083,Dumbbells,Sports,Brand 2,1,168.79,0,168.79,PayPal,In-Store,West
T0000455,12/16/2024,C005575,Female,25-34,New,P1010,Smartwatch,Electronics,Brand 1,1,355.5,15,302.18,Gift Card,Online,East
T0000664,12/16/2024,C013771,Female,45-54,Loyal,P1028,Sneakers,Clothing,Brand 1,2,259.55,15,441.24,PayPal,Mobile App,North
T0000044,12/17/2024,C006672,Other,35-44,VIP,P1092,Puzzle,Toys,Brand 2,1,358.06,5,340.16,Cash,Online,North
T0000635,12/17/2024,C011991,Male,45-54,VIP,P1079,Football,Sports,Brand 1,4,182.44,0,729.76,Debit Card,In-Store,East
T0000292,12/18/2024,C022951,Male,55+,New,P1055,Perfume,Beauty,Brand 1,1,300.96,0,300.96,Credit Card,In-Store,North
T0000483,12/18/2024,C005359,Female,18-24,Loyal,P1045,Cereal,Groceries,Brand 3,4,133.1,0,532.4,Credit Card,In-Store,North
T0000632,12/21/2024,C012902,Other,25-34,VIP,P1065,Lamp,Home,Brand 2,4,144.06,0,576.24,Credit Card,Mobile App,Central
T0000921,12/22/2024,C011541,Male,55+,Returning,P1075,Towel,Home,Brand 3,1,354.89,0,354.89,Gift Card,Mobile App,North
T0000392,12/25/2024,C023673,Male,25-34,VIP,P1057,Perfume,Beauty,Brand 3,1,48.8,0,48.8,Gift Card,Mobile App,West
T0000138,12/26/2024,C007177,Other,25-34,Loyal,P1103,Building Blocks,Toys,Brand 1,1,160.61,20,128.49,Debit Card,Mobile App,North
T0000590,12/27/2024,C011307,Female,45-54,New,P1052,Lipstick,Beauty,Brand 1,2,388.69,10,699.64,Gift Card,Online,West
T0000884,12/27/2024,C009319,Female,25-34,Returning,P1019,Jeans,Clothing,Brand 1,1,218.81,0,218.81,Gift Card,In-Store,South
T0000432,12/28/2024,C007036,Male,35-44,Loyal,P1023,Jacket,Clothing,Brand 2,1,149.61,0,149.61,PayPal,Online,North
T0000763,12/28/2024,C002170,Male,35-44,New,P1103,Building Blocks,Toys,Brand 1,1,160.61,10,144.55,Cash,In-Store,Central
T0000990,12/28/2024,C019870,Other,55+,New,P1117,Textbook,Books,Brand 3,2,402.82,0,805.64,Credit Card,In-Store,Central
T0000219,12/31/2024,C001567,Other,35-44,Loyal,P1037,Rice,Groceries,Brand 1,1,155.78,0,155.78,Credit Card,In-Store,West
T0000447,12/31/2024,C007316,Other,55+,Returning,P1101,Doll,Toys,Brand 2,4,20.56,0,82.24,PayPal,In-Store,East
T0000578,1/3/2025,C004401,Other,35-44,VIP,P1036,Bread,Groceries,Brand 3,1,405.16,0,405.16,PayPal,In-Store,East
T0000796,1/3/2025,C013672,Male,35-44,Returning,P1108,Novel,Books,Brand 3,1,379,0,379,Debit Card,Online,North
T0000213,1/4/2025,C002218,Other,55+,New,P1068,Cookware Set,Home,Brand 2,2,402.09,0,804.18,PayPal,In-Store,North
T0000926,1/4/2025,C023093,Female,55+,New,P1064,Lamp,Home,Brand 1,1,181.59,15,154.35,Credit Card,In-Store,West
T0000014,1/5/2025,C007187,Male,55+,VIP,P1052,Lipstick,Beauty,Brand 1,2,388.69,0,777.38,Credit Card,Online,North
T0000115,1/5/2025,C020403,Female,45-54,New,P1067,Cookware Set,Home,Brand 1,1,74.76,5,71.02,Debit Card,In-Store,Central
T0000197,1/5/2025,C000598,Female,35-44,Returning,P1066,Lamp,Home,Brand 3,4,273.63,15,930.34,Debit Card,In-Store,West
T0000634,1/5/2025,C020080,Female,25-34,Loyal,P1042,Coffee,Groceries,Brand 3,2,250.11,0,500.22,Debit Card,In-Store,West
T0000850,1/5/2025,C024941,Other,55+,Returning,P1080,Football,Sports,Brand 2,2,62.36,0,124.72,PayPal,Mobile App,South
T0000905,1/5/2025,C019041,Female,55+,VIP,P1077,Yoga Mat,Sports,Brand 2,2,386.78,0,773.56,Cash,Mobile App,West
T0000680,1/7/2025,C020323,Male,35-44,New,P1110,Cookbook,Books,Brand 2,2,43.11,0,86.22,Gift Card,In-Store,South
T0000048,1/8/2025,C001308,Female,25-34,Returning,P1040,Coffee,Groceries,Brand 1,2,222.88,0,445.76,Credit Card,In-Store,Central
T0000361,1/9/2025,C010682,Male,45-54,New,P1024,Jacket,Clothing,Brand 3,1,186.35,5,177.03,Cash,Mobile App,West
T0000707,1/9/2025,C011414,Male,35-44,Loyal,P1055,Perfume,Beauty,Brand 1,2,300.96,0,601.92,Gift Card,Mobile App,North
T0000679,1/10/2025,C014880,Male,55+,VIP,P1070,Storage Box,Home,Brand 1,2,493.51,10,888.32,Debit Card,Online,Central
T0000380,1/12/2025,C014900,Female,35-44,New,P1089,Water Bottle,Sports,Brand 2,1,444.17,0,444.17,Credit Card,Mobile App,West
T0000844,1/13/2025,C018135,Male,45-54,Returning,P1090,Water Bottle,Sports,Brand 3,2,238.75,0,477.5,Gift Card,Online,South
T0000009,1/14/2025,C011642,Male,35-44,New,P1021,Jeans,Clothing,Brand 3,1,307.87,10,277.08,Gift Card,Mobile App,South
T0000613,1/14/2025,C002623,Other,18-24,VIP,P1029,Sneakers,Clothing,Brand 2,2,298.25,0,596.5,PayPal,Mobile App,Central
T0000869,1/14/2025,C020540,Female,18-24,New,P1024,Jacket,Clothing,Brand 3,2,186.35,0,372.7,PayPal,Mobile App,East
T0000204,1/15/2025,C018172,Male,55+,New,P1112,Notebook,Books,Brand 1,1,84.8,0,84.8,Cash,Online,South
T0000227,1/15/2025,C014548,Male,55+,Returning,P1048,Shampoo,Beauty,Brand 3,1,262.43,5,249.31,Gift Card,In-Store,West
T0000482,1/16/2025,C016017,Other,45-54,Returning,P1031,Milk,Groceries,Brand 1,1,305.73,15,259.87,PayPal,Mobile App,Central
T0000822,1/19/2025,C021509,Other,55+,Returning,P1017,T-Shirt,Clothing,Brand 2,1,155.6,0,155.6,Credit Card,Mobile App,South
T0000345,1/20/2025,C009185,Female,35-44,New,P1042,Coffee,Groceries,Brand 3,1,250.11,0,250.11,Gift Card,Online,Central
T0000324,1/21/2025,C018111,Female,18-24,New,P1049,Moisturizer,Beauty,Brand 1,2,275.62,15,468.55,Debit Card,Online,West
T0000453,1/22/2025,C011510,Other,45-54,New,P1113,Notebook,Books,Brand 2,4,465.2,0,1860.8,PayPal,Mobile App,South
T0000599,1/22/2025,C012631,Male,18-24,New,P1030,Sneakers,Clothing,Brand 3,1,27.99,10,25.19,Debit Card,Mobile App,Central
T0000333,1/24/2025,C002809,Other,35-44,Returning,P1085,Running Shoes,Sports,Brand 1,1,158.94,20,127.15,Credit Card,Online,East
T0000334,1/24/2025,C023321,Other,25-34,VIP,P1020,Jeans,Clothing,Brand 2,1,149.16,0,149.16,Cash,In-Store,North
T0000339,1/24/2025,C005555,Male,35-44,Loyal,P1088,Water Bottle,Sports,Brand 1,4,320.59,0,1282.36,Cash,In-Store,South
T0000716,1/24/2025,C016664,Other,18-24,Loyal,P1030,Sneakers,Clothing,Brand 3,4,27.99,5,106.36,PayPal,Mobile App,Central
T0000901,1/25/2025,C009486,Other,45-54,New,P1024,Jacket,Clothing,Brand 3,2,186.35,0,372.7,Cash,Mobile App,East
T0000991,1/25/2025,C009913,Female,35-44,Returning,P1080,Football,Sports,Brand 2,3,62.36,0,187.08,Gift Card,Online,Central
T0000132,1/26/2025,C020307,Other,25-34,VIP,P1079,Football,Sports,Brand 1,2,182.44,15,310.15,Gift Card,Online,South
T0000624,1/26/2025,C020764,Male,25-34,Loyal,P1009,Laptop,Electronics,Brand 3,2,302.55,20,484.08,PayPal,In-Store,Central
T0000123,1/27/2025,C007654,Female,18-24,Loyal,P1074,Towel,Home,Brand 2,4,408.65,0,1634.6,PayPal,Mobile App,West
T0000473,1/27/2025,C021457,Female,55+,VIP,P1034,Bread,Groceries,Brand 1,1,474.7,10,427.23,Credit Card,Online,East
T0000502,1/27/2025,C000153,Male,55+,Returning,P1062,Bedsheet,Home,Brand 2,3,139.32,15,355.27,Cash,Online,East
T0000368,1/28/2025,C018402,Other,45-54,VIP,P1105,Building Blocks,Toys,Brand 3,1,454.25,0,454.25,PayPal,In-Store,West
T0000833,1/28/2025,C021651,Male,35-44,VIP,P1006,Headphones,Electronics,Brand 3,2,82.22,20,131.55,Credit Card,Mobile App,East
T0000520,1/29/2025,C022607,Female,45-54,Returning,P1035,Bread,Groceries,Brand 2,3,482.99,0,1448.97,Credit Card,Online,North
T0000688,1/29/2025,C006209,Male,55+,Returning,P1069,Cookware Set,Home,Brand 3,2,41.9,5,79.61,Gift Card,Mobile App,South
T0000927,1/29/2025,C009294,Female,55+,Loyal,P1015,Bluetooth Speaker,Electronics,Brand 3,1,95,0,95,PayPal,Online,Central
T0000896,1/30/2025,C012217,Male,35-44,Loyal,P1048,Shampoo,Beauty,Brand 3,1,262.43,15,223.07,Cash,In-Store,West
T0000214,1/31/2025,C012233,Female,18-24,Loyal,P1082,Dumbbells,Sports,Brand 1,1,313.53,5,297.85,Credit Card,In-Store,South
T0000720,1/31/2025,C000966,Other,35-44,Returning,P1113,Notebook,Books,Brand 2,2,465.2,20,744.32,Debit Card,In-Store,West
T0000858,1/31/2025,C012239,Male,45-54,Returning,P1023,Jacket,Clothing,Brand 2,2,149.61,5,284.26,Cash,In-Store,South
T0000338,2/1/2025,C002776,Other,55+,Returning,P1053,Lipstick,Beauty,Brand 2,1,470.05,15,399.54,Gift Card,Mobile App,South
T0000074,2/2/2025,C011015,Other,45-54,Returning,P1004,Headphones,Electronics,Brand 1,2,301.34,10,542.41,PayPal,Online,Central
T0000790,2/3/2025,C020172,Other,45-54,Returning,P1038,Rice,Groceries,Brand 2,4,53.35,0,213.4,Debit Card,Mobile App,East
T0000777,2/5/2025,C005865,Other,55+,VIP,P1055,Perfume,Beauty,Brand 1,3,300.96,15,767.45,Gift Card,In-Store,East
T0000295,2/6/2025,C017330,Male,25-34,New,P1069,Cookware Set,Home,Brand 3,1,41.9,5,39.8,Credit Card,In-Store,West
T0000422,2/6/2025,C022962,Other,35-44,Loyal,P1119,Children Book,Books,Brand 2,1,446.82,0,446.82,PayPal,In-Store,South
T0000738,2/6/2025,C013552,Female,45-54,New,P1018,T-Shirt,Clothing,Brand 3,2,264.75,0,529.5,Debit Card,In-Store,Central
T0000972,2/6/2025,C008374,Female,18-24,Returning,P1117,Textbook,Books,Brand 3,2,402.82,0,805.64,Cash,Online,South
T0000865,2/7/2025,C015705,Other,18-24,VIP,P1068,Cookware Set,Home,Brand 2,3,402.09,5,1145.96,PayPal,Online,North
T0000705,2/8/2025,C021373,Other,25-34,Returning,P1063,Bedsheet,Home,Brand 3,2,415.23,0,830.46,Debit Card,Online,East
T0000759,2/9/2025,C023738,Other,55+,New,P1044,Cereal,Groceries,Brand 2,1,455.11,0,455.11,Debit Card,Online,East
T0000276,2/10/2025,C016233,Male,35-44,New,P1108,Novel,Books,Brand 3,1,379,20,303.2,Credit Card,In-Store,Central
T0000470,2/10/2025,C018090,Female,35-44,VIP,P1072,Storage Box,Home,Brand 3,1,103.36,5,98.19,Credit Card,Mobile App,Central
T0000704,2/12/2025,C016444,Female,25-34,Returning,P1011,Smartwatch,Electronics,Brand 2,1,15.19,0,15.19,PayPal,Mobile App,South
T0000220,2/13/2025,C024357,Female,45-54,Loyal,P1114,Notebook,Books,Brand 3,2,405.02,5,769.54,Debit Card,In-Store,West
T0000032,2/14/2025,C001922,Male,45-54,New,P1111,Cookbook,Books,Brand 3,4,148.43,15,504.66,PayPal,In-Store,West
T0000349,2/14/2025,C017511,Other,45-54,New,P1075,Towel,Home,Brand 3,1,354.89,0,354.89,Cash,Mobile App,Central
T0000611,2/14/2025,C011090,Other,55+,New,P1066,Lamp,Home,Brand 3,1,273.63,0,273.63,Debit Card,In-Store,North
T0000636,2/14/2025,C009163,Female,25-34,Returning,P1047,Shampoo,Beauty,Brand 2,1,159.3,0,159.3,Gift Card,Mobile App,South
T0000982,2/14/2025,C020251,Female,55+,Loyal,P1007,Laptop,Electronics,Brand 1,1,33.75,20,27,Debit Card,Online,East
T0000620,2/17/2025,C018839,Male,35-44,Returning,P1120,Children Book,Books,Brand 3,1,271.97,0,271.97,PayPal,Mobile App,North
T0000960,2/19/2025,C007815,Male,25-34,Returning,P1031,Milk,Groceries,Brand 1,1,305.73,0,305.73,Credit Card,Online,East
T0000049,2/20/2025,C020338,Other,25-34,Returning,P1114,Notebook,Books,Brand 3,1,405.02,10,364.52,Debit Card,Online,West
T0000090,2/20/2025,C016010,Other,25-34,VIP,P1031,Milk,Groceries,Brand 1,2,305.73,0,611.46,PayPal,In-Store,North
T0000478,2/20/2025,C024280,Female,55+,Loyal,P1117,Textbook,Books,Brand 3,5,402.82,0,2014.1,Credit Card,Mobile App,South
T0000112,2/22/2025,C010922,Female,18-24,Returning,P1045,Cereal,Groceries,Brand 3,1,133.1,0,133.1,Cash,In-Store,West
T0000293,2/22/2025,C005898,Male,45-54,Loyal,P1037,Rice,Groceries,Brand 1,1,155.78,30,109.05,PayPal,In-Store,West
T0000535,2/23/2025,C003505,Female,55+,Returning,P1106,Novel,Books,Brand 1,1,128.4,10,115.56,Debit Card,Online,West
T0000235,2/24/2025,C013417,Other,18-24,Returning,P1068,Cookware Set,Home,Brand 2,1,402.09,0,402.09,Cash,Mobile App,North
T0000377,2/25/2025,C001943,Female,25-34,Returning,P1018,T-Shirt,Clothing,Brand 3,2,264.75,0,529.5,Debit Card,Online,East
T0000523,2/25/2025,C014441,Male,18-24,Loyal,P1015,Bluetooth Speaker,Electronics,Brand 3,1,95,15,80.75,Cash,Online,Central
T0000945,2/25/2025,C011511,Male,25-34,Returning,P1046,Shampoo,Beauty,Brand 1,1,332.95,0,332.95,Debit Card,Mobile App,East
T0000263,2/26/2025,C022627,Male,45-54,VIP,P1020,Jeans,Clothing,Brand 2,1,149.16,20,119.33,Credit Card,Mobile App,South
T0000305,2/26/2025,C013649,Other,55+,Returning,P1072,Storage Box,Home,Brand 3,1,103.36,0,103.36,PayPal,Online,East
T0000974,2/26/2025,C010903,Other,45-54,New,P1061,Bedsheet,Home,Brand 1,1,197.4,0,197.4,Debit Card,Mobile App,East
T0000784,2/27/2025,C007818,Other,25-34,Returning,P1076,Yoga Mat,Sports,Brand 1,4,365.86,0,1463.44,PayPal,In-Store,North
T0000379,2/28/2025,C012294,Female,18-24,New,P1081,Football,Sports,Brand 3,2,432.24,5,821.26,PayPal,Mobile App,East
T0000798,3/1/2025,C014944,Other,55+,VIP,P1083,Dumbbells,Sports,Brand 2,1,168.79,30,118.15,Gift Card,Online,West
T0000749,3/2/2025,C005841,Male,35-44,Returning,P1014,Bluetooth Speaker,Electronics,Brand 2,5,110.11,5,523.02,PayPal,Mobile App,Central
